timestep,features,google_trends_lag,tweet_volume_lag,tweet_polarity_score_lag,batch_size,neurons,layers,mean_down_f1_score,mean_up_f1_score,mean_acc,min_acc,max_acc,diff_acc,optimizer,month,consecutive,actic_func
11,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,81,15,64,32,2,0.578956517,0.471106861,0.53560517,0.526439483,0.545240893,0.01880141,rmsprop,,,
24,['Label' 'Close' 'Volume' 'google_trends' 'tweet_volume'],10,10,15,64,32,1,0.566848204,0.449595657,0.535423926,0.505226481,0.552845528,0.047619048,rmsprop,,,
11,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,1,15,64,32,2,0.498576566,0.566562404,0.535341831,0.5202781,0.544611819,0.02433372,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,64,48,2,0.415058034,0.613280189,0.534728033,0.523012552,0.542538354,0.019525802,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,5,1,
11,['Label' 'Close' 'Volume' 'google_trends_lag'],10,28,15,64,32,2,0.469814978,0.574680131,0.533565621,0.524970964,0.544715447,0.019744483,rmsprop,,,
11,['Label' 'Close' 'google_trends_lag' 'tweet_volume_lag' 'tw_polarity'],10,28,15,80,32,1,0.551286852,0.513094021,0.533565621,0.5029036,0.552845528,0.049941928,,,,
9,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,64,32,2,0.478802746,0.577184191,0.533410673,0.52900232,0.540603248,0.011600928,adam,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,200,48,1,0.549101273,0.511258831,0.532868757,0.508710801,0.56562137,0.056910569,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x2b3750a90>,6,1,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,200,48,2,0.364016597,0.627006239,0.532496513,0.524407252,0.545327755,0.020920502,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,5,1,
11,['Label' 'Close' 'google_trends_lag' 'tweet_volume_lag' 'tw_polarity'],10,28,15,64,32,2,0.541544287,0.508915425,0.532171893,0.5029036,0.556329849,0.053426249,,,,
11,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,81,15,64,32,2,0.567734912,0.488652749,0.532079906,0.507638073,0.546415981,0.038777908,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,200,48,2,0.376108421,0.623951118,0.531938633,0.516039052,0.548117155,0.032078103,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x2b3750a90>,5,1,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,200,48,2,0.480866859,0.55899246,0.531914894,0.496453901,0.560283688,0.063829787,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x2b3750a90>,1,1,
1,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity' 'tweet_volume']",10,28,15,200,32,1,0.542169211,0.520856341,0.531865585,0.522595597,0.543453071,0.020857474,adam,6,1,linear
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity_lag' 'tw_compound' 'tw_polarity' 're_compound' 're_polarity'
 're_subjectivity']",10,28,15,64,32,2,0.398800915,0.611875427,0.531707317,0.520325203,0.549361208,0.029036005,rmsprop,,,
3,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity' 'tweet_volume']",10,28,15,200,32,1,0.529136756,0.533916803,0.531633835,0.52838934,0.536500579,0.00811124,adam,6,1,linear
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,81,15,64,32,1,0.612512763,0.407131492,0.531455399,0.519953052,0.538732394,0.018779343,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 're_compound' 're_polarity' 're_subjectivity']",10,28,15,64,32,1,0.474443634,0.572678341,0.530778165,0.520325203,0.541231127,0.020905923,rmsprop,,,
5,['Label' 'Close' 'Volume'],10,10,15,64,32,2,0.528810711,0.531245019,0.53017341,0.515606936,0.544508671,0.028901734,rmsprop,,,
14,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity' 'tweet_volume']",10,28,15,200,32,1,0.545967592,0.511910565,0.529616725,0.523809524,0.535423926,0.011614402,adam,6,1,linear
11,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,81,15,64,32,1,0.553355426,0.501802559,0.529259694,0.507638073,0.545240893,0.03760282,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,64,32,2,0.504072,0.548707111,0.528947368,0.521671827,0.541795666,0.020123839,,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,200,48,1,0.480658775,0.565444427,0.528312413,0.518828452,0.536959554,0.018131102,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x2b3750a90>,5,1,
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,81,15,64,32,2,0.63593058,0.323732345,0.528169014,0.522300469,0.541079812,0.018779343,rmsprop,,,
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,81,15,64,32,2,0.626208395,0.349709036,0.527934272,0.512910798,0.536384977,0.023474178,rmsprop,,,
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,81,15,64,32,1,0.618396357,0.377884955,0.527699531,0.522300469,0.541079812,0.018779343,rmsprop,,,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,81,15,64,32,1,0.58700605,0.433396551,0.526886792,0.502358491,0.548349057,0.045990566,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,64,32,1,0.498379396,0.543229643,0.526780186,0.501547988,0.544891641,0.043343653,,,,
12,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,64,32,1,0.639916379,0.295583998,0.52659698,0.512195122,0.554006969,0.041811847,rmsprop,,,
11,['Label' 'Close' 'Volume' 'google_trends' 'tweet_volume'],10,10,15,64,32,2,0.444450928,0.583380263,0.526388889,0.509259259,0.538194444,0.028935185,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity' 'tweet_volume']",10,28,15,200,32,2,0.534540854,0.517310152,0.526364692,0.508710801,0.541231127,0.032520325,adam,6,1,relu and linear
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,200,48,1,0.550248218,0.439248972,0.526241135,0.496453901,0.567375887,0.070921986,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x2b3750a90>,1,1,
11,['Label' 'Close' 'google_trends_lag' 'tweet_volume_lag' 'tw_polarity'],10,28,15,64,32,1,0.558957498,0.486780064,0.526132404,0.509872242,0.540069686,0.030197445,,,,
11,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],3,5,15,64,32,2,0.450067493,0.579668092,0.525462963,0.515046296,0.539351852,0.024305556,rmsprop,,,
12,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,64,32,2,0.583310432,0.419291431,0.525203252,0.478513357,0.550522648,0.072009292,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity_lag' 'tw_compound' 'tw_polarity' 're_compound' 're_polarity'
 're_subjectivity']",10,28,15,64,32,1,0.416491727,0.593792574,0.524970964,0.504065041,0.540069686,0.036004646,rmsprop,,,
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,28,15,64,32,2,0.34396657,0.625860257,0.524217845,0.507531866,0.531865585,0.02433372,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,200,48,2,0.468855224,0.556694274,0.523591549,0.50528169,0.540492958,0.035211268,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,4,1,
24,['Label' 'Close' 'Volume' 'google_trends' 'tweet_volume'],10,10,15,64,32,2,0.419288352,0.583071258,0.52311266,0.515679443,0.536585366,0.020905923,rmsprop,,,
24,['Label' 'Close' 'Volume'],10,10,15,64,32,1,0.465531699,0.55420199,0.522648084,0.464576074,0.547038328,0.082462253,rmsprop,,,
11,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,81,15,64,32,1,0.555711964,0.480609803,0.522209166,0.507638073,0.5346651,0.027027027,rmsprop,,,
24,['Label' 'Close' 'Volume'],10,10,15,64,32,2,0.499377867,0.5126964,0.522183508,0.483159117,0.566782811,0.083623693,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,30,15,64,32,1,0.408135986,0.597657667,0.522183508,0.514518002,0.531939605,0.017421603,rmsprop,,,
11,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,1,15,64,32,1,0.450360949,0.576178835,0.521990741,0.501157407,0.532407407,0.03125,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,200,48,2,0.484800327,0.544491857,0.521126761,0.50528169,0.545774648,0.040492958,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x2b3750a90>,4,1,
14,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,64,32,2,0.459412845,0.569319354,0.521022067,0.511033682,0.528455285,0.017421603,adam,,,
11,['Label' 'Close' 'Volume' 'google_trends' 'tweet_volume'],10,10,15,64,32,3,0.425901232,0.586098486,0.520601852,0.490740741,0.537037037,0.046296296,rmsprop,,,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,81,15,64,32,2,0.526850834,0.494788453,0.520518868,0.503537736,0.537735849,0.034198113,rmsprop,,,
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],3,5,15,64,32,1,0.53339346,0.502415957,0.519768786,0.502890173,0.530635838,0.027745665,rmsprop,,,
5,['Label' 'Close' 'Volume'],10,10,15,64,32,3,0.52695404,0.510050752,0.519306358,0.499421965,0.536416185,0.03699422,rmsprop,,,
11,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,1,15,64,32,2,0.440988055,0.576132938,0.519212963,0.515046296,0.527777778,0.012731481,rmsprop,,,
14,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,64,32,1,0.464466973,0.562725179,0.518931475,0.507549361,0.528455285,0.020905923,adam,,,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,200,48,1,0.478565338,0.544325354,0.518661972,0.5,0.535211268,0.035211268,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,4,1,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,28,15,64,32,1,0.488864328,0.520645126,0.518509895,0.480791618,0.551804424,0.071012806,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity' 'tweet_volume']",10,28,15,200,32,2,0.496235644,0.538791473,0.518466899,0.512195122,0.527293844,0.015098722,adam,6,1,relu
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,64,48,1,0.466976655,0.557593725,0.517991632,0.50069735,0.536959554,0.036262204,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,5,1,
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,28,15,64,32,1,0.372783695,0.603349365,0.517960603,0.50405562,0.531865585,0.027809965,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,200,48,1,0.484650047,0.544027907,0.517957746,0.507042254,0.531690141,0.024647887,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x2b3750a90>,4,1,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,200,48,1,0.542821009,0.474079609,0.517924528,0.497641509,0.530660377,0.033018868,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,3,1,
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,28,15,64,32,1,0.365234626,0.609737356,0.517497103,0.50405562,0.544611819,0.040556199,rmsprop,,,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,81,15,64,32,1,0.519007778,0.48382646,0.51745283,0.491745283,0.536556604,0.044811321,rmsprop,,,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,1,15,64,32,1,0.546857484,0.424001277,0.517305459,0.480836237,0.549361208,0.068524971,rmsprop,,,
20,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity' 'tweet_volume']",10,28,15,200,32,1,0.539736148,0.491502237,0.517112922,0.507566938,0.529685681,0.022118743,adam,6,1,linear
11,['Label' 'Close' 'Volume' 'google_trends' 'tweet_volume'],10,10,15,64,32,1,0.450240948,0.566878149,0.516898148,0.502314815,0.538194444,0.03587963,rmsprop,,,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],3,5,15,64,32,2,0.501018112,0.505273041,0.516840883,0.495934959,0.56213705,0.066202091,rmsprop,,,
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,1,15,64,32,1,0.581180809,0.423366026,0.516300578,0.486705202,0.531791908,0.045086705,rmsprop,,,
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],3,5,15,64,32,2,0.549812013,0.474052916,0.516300578,0.495953757,0.531791908,0.03583815,rmsprop,,,
11,['Label' 'Close' 'Volume'],10,10,15,64,32,1,0.434646237,0.575199608,0.515740741,0.49537037,0.545138889,0.049768519,rmsprop,,,
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,1,15,64,32,2,0.557526241,0.464141125,0.515606936,0.498265896,0.532947977,0.034682081,rmsprop,,,
11,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],3,5,15,64,32,1,0.465657758,0.555414816,0.515509259,0.5,0.530092593,0.030092593,rmsprop,,,
2,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity' 'tweet_volume']",10,28,15,200,32,2,0.459790514,0.560593071,0.515411356,0.513325608,0.517960603,0.004634994,adam,6,1,linear
5,['Label' 'Close' 'Volume'],10,10,15,64,32,1,0.558572954,0.455793551,0.515375723,0.510982659,0.524855491,0.013872832,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,200,48,1,0.480613999,0.538328685,0.51509434,0.502358491,0.530660377,0.028301887,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x2b3750a90>,3,1,
11,['Label' 'Close' 'Volume'],10,10,15,64,32,3,0.402576714,0.589231361,0.515046296,0.503472222,0.524305556,0.020833333,rmsprop,,,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,81,15,64,32,2,0.505771196,0.508916239,0.514858491,0.492924528,0.529481132,0.036556604,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,64,48,1,0.345282296,0.600089015,0.514788732,0.49471831,0.529929577,0.035211268,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,4,1,
13,"['Label' 'Close' 'Volume' 'google_trends' 'google_trends_lag'
 'tweet_volume_lag' 'tweet_volume']",10,28,15,64,32,2,0.340823053,0.606208727,0.514518002,0.509872242,0.522648084,0.012775842,rmsprop,,,
5,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,28,15,64,32,2,0.375922039,0.601837082,0.514252607,0.508690614,0.524913094,0.01622248,rmsprop,,,
2,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity' 'tweet_volume']",10,28,15,200,32,1,0.477263003,0.545474731,0.513789108,0.508690614,0.516801854,0.00811124,adam,6,1,linear
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,200,48,2,0.47537693,0.542443978,0.513679245,0.507075472,0.528301887,0.021226415,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,3,1,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,1,15,64,32,2,0.492141932,0.525763572,0.513124274,0.476190476,0.543554007,0.067363531,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity' 'tweet_volume']",10,28,15,200,32,2,0.513844777,0.510035139,0.512659698,0.50174216,0.528455285,0.026713124,adam,6,1,linear and relu
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,28,15,64,32,1,0.406146198,0.585393663,0.512456345,0.485448196,0.535506403,0.050058207,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,200,48,1,0.40027713,0.562079543,0.512056738,0.482269504,0.546099291,0.063829787,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,1,1,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,30,15,64,32,2,0.382485341,0.59304904,0.511730546,0.504065041,0.520325203,0.016260163,rmsprop,,,
36,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity' 'tweet_volume']",10,28,15,200,32,1,0.50596912,0.516729865,0.511682243,0.503504673,0.528037383,0.02453271,adam,6,1,linear
13,"['Label' 'Close' 'Volume' 'google_trends' 'google_trends_lag'
 'tweet_volume_lag' 'tweet_volume']",10,28,15,64,32,1,0.424910049,0.560010137,0.510801394,0.488966318,0.522648084,0.033681765,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,200,48,1,0.408139351,0.580210518,0.510739191,0.49930265,0.525801953,0.026499303,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,5,1,
48,['Label' 'Close' 'Volume' 'google_trends' 'tweet_volume'],10,10,15,64,32,1,0.568366411,0.394401002,0.510385064,0.486581097,0.525087515,0.038506418,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,200,48,2,0.478758491,0.535093069,0.510377358,0.5,0.518867925,0.018867925,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x2b3750a90>,3,1,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,64,48,1,0.452428139,0.545598987,0.50990566,0.497641509,0.525943396,0.028301887,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,3,1,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,28,15,64,32,2,0.430719271,0.437684687,0.509662398,0.491268917,0.529685681,0.038416764,rmsprop,,,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],3,5,15,64,32,1,0.42320788,0.561902014,0.509639954,0.49941928,0.520325203,0.020905923,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity' 'tweet_volume']",10,28,15,200,48,2,0.474978273,0.537854825,0.509407666,0.50058072,0.516840883,0.016260163,adam,6,1,relu
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],19,1,15,64,32,2,0.561761013,0.338281152,0.508943089,0.479674797,0.536585366,0.056910569,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,200,48,1,0.341099289,0.598749797,0.506521739,0.485507246,0.536231884,0.050724638,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x2b3750a90>,2,1,
11,['Label' 'Close' 'Volume'],10,10,15,64,32,2,0.380841931,0.584615435,0.504398148,0.482638889,0.523148148,0.040509259,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,200,48,2,0.25007739,0.62747536,0.504347826,0.492753623,0.525362319,0.032608696,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,2,1,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,64,48,2,0.507039805,0.477869811,0.503773585,0.483490566,0.535377358,0.051886792,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,3,1,
48,['Label' 'Close' 'Volume' 'google_trends' 'tweet_volume'],10,10,15,64,32,3,0.480329071,0.467079846,0.50361727,0.483080513,0.521586931,0.038506418,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,64,48,1,0.338156573,0.594203292,0.502173913,0.474637681,0.528985507,0.054347826,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,2,1,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,200,48,1,0.342018997,0.598812183,0.502173913,0.481884058,0.532608696,0.050724638,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,2,1,
24,['Label' 'Close' 'Volume'],10,10,15,64,32,3,0.385326646,0.542968445,0.501045296,0.475029036,0.516840883,0.041811847,rmsprop,,,
13,"['Label' 'Close' 'Volume' 'google_trends' 'google_trends_lag'
 'tweet_volume_lag' 'tweet_volume']",10,28,15,64,32,1,0.393761988,0.572268129,0.500813008,0.490127758,0.523809524,0.033681765,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,200,48,2,0.415541139,0.482574643,0.50070922,0.489361702,0.517730496,0.028368794,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,1,1,
13,"['Label' 'Close' 'Volume' 'google_trends' 'google_trends_lag'
 'tweet_volume_lag' 'tweet_volume']",10,28,15,64,32,2,0.462398319,0.505871951,0.49941928,0.472706156,0.516840883,0.044134727,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,64,48,2,0.638042891,0.180026959,0.49929078,0.475177305,0.517730496,0.042553191,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,1,1,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,64,48,2,0.239519212,0.617081959,0.497535211,0.48943662,0.507042254,0.017605634,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,4,1,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,28,15,64,32,2,0.496189618,0.419281545,0.497322468,0.479627474,0.509895227,0.030267753,rmsprop,,,
24,['Label' 'Close' 'Volume' 'google_trends' 'tweet_volume'],10,10,15,64,32,3,0.340295107,0.544617412,0.496399535,0.484320557,0.509872242,0.025551684,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,64,48,2,0.287024464,0.601620965,0.494202899,0.467391304,0.536231884,0.06884058,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,2,1,
24,['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'],10,1,15,64,32,1,0.404578564,0.505821389,0.493612079,0.473867596,0.519163763,0.045296167,rmsprop,,,
48,['Label' 'Close' 'Volume' 'google_trends' 'tweet_volume'],10,10,15,64,32,2,0.459001377,0.493552214,0.489148191,0.476079347,0.504084014,0.028004667,rmsprop,,,
11,"['Label' 'Close' 'Volume' 'google_trends_lag' 'tweet_volume_lag'
 'tw_polarity']",10,28,15,200,48,2,0.22425331,0.611965192,0.484057971,0.474637681,0.496376812,0.02173913,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x2b3750a90>,2,1,
11,"['Label' 'Close' 'Volume' 'Open' 'High' 'Low' 'Change' 'google_trends_lag'
 'tweet_volume_lag' 'tw_polarity']",10,28,15,64,48,1,0.58185923,0.31353072,0.483687943,0.425531915,0.510638298,0.085106383,<keras.optimizers.optimizer_v2.rmsprop.RMSprop object at 0x1772bd370>,1,1,
